Operating Unit,Indicator,Description,Fine Age,Sex,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3
West Africa Region,PP_PREV,People from priority populations who completed an HIV prevention intervention,35-39,Female,,,,,,111,,,,219,,614,,1567,,1267,,1955,
West Africa Region,PP_PREV,People from priority populations who completed an HIV prevention intervention,25-29,Male,,,,,,300,,6,,133,,304,,1130,,941,,1305,
West Africa Region,PP_PREV,People from priority populations who completed an HIV prevention intervention,Unknown Age,Male,,,,,,,,,,,,,,43,,133,,111,
West Africa Region,PP_PREV,People from priority populations who completed an HIV prevention intervention,35-39,Male,,,,,,195,,5,,163,,315,,916,,749,,1112,
West Africa Region,PP_PREV,People from priority populations who completed an HIV prevention intervention,40-44,Male,,,,,,96,,2,,150,,245,,771,,664,,899,
West Africa Region,PP_PREV,People from priority populations who completed an HIV prevention intervention,20-24,Female,,,,,,238,,,,346,,1283,,2682,,2232,,3698,
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,20-24,Female,,,,,,,,,,,,,335,262,408,803,749,916,1227
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,15-19,Male,,,,,,,,,,,,,56,113,106,216,117,183,230
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,45-49,Male,,,,,,,,,,,,,4,8,17,14,14,42,68
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,40-44,Male,,,,,,,,,,,,,4,11,22,28,50,75,104
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,Unknown Age,Male,,,,,,,,,,,,,,,1,12,,,3
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,50+,Male,,,,,,,,,,,,,3,9,19,20,22,54,74
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,25-29,Male,,,,,,,,,,,,,121,346,464,548,630,631,786
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,25-29,Female,,,,,,,,,,,,,299,261,384,658,763,984,1008
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,30-34,Male,,,,,,,,,,,,,65,166,287,313,310,452,511
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,30-34,Female,,,,,,,,,,,,,126,139,215,314,329,502,582
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,Unknown Age,Female,,,,,,,,,,,,,,,43,,,,
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,40-44,Female,,,,,,,,,,,,,11,24,43,36,85,116,131
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,15-19,Female,,,,,,,,,,,,,198,178,266,497,346,428,520
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,35-39,Male,,,,,,,,,,,,,11,45,75,91,97,134,181
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,35-39,Female,,,,,,,,,,,,,44,90,119,140,194,249,337
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,50+,Female,,,,,,,,,,,,,2,,3,2,3,22,28
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,20-24,Male,,,,,,,,,,,,,122,375,551,679,742,618,900
West Africa Region,PrEP_CT,People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period,45-49,Female,,,,,,,,,,,,,2,10,4,3,36,28,63
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,45-49,Female,,,,,,,,,6,9,26,37,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,35-39,Male,,,,,,,,,4,20,73,97,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,40-44,Male,,,,,,,,,,10,36,48,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,50+,Male,,,,,,,,,1,17,53,59,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,15-19,Male,,,,,,,,,23,60,144,219,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,40-44,Female,,,,,,,,,15,23,37,62,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,50+,Female,,,,,,,,,3,5,10,10,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,25-29,Male,,,,,,,,,68,146,312,417,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,30-34,Male,,,,,,,,,25,65,153,211,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,20-24,Male,,,,,,,,,86,172,417,537,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,15-19,Female,,,,,,,,,22,83,217,471,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,45-49,Male,,,,,,,,,3,7,29,35,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,20-24,Female,,,,,,,,,84,300,668,1051,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,35-39,Female,,,,,,,,,35,69,136,200,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,30-34,Female,,,,,,,,,53,117,274,400,,,,,,,
West Africa Region,PrEP_CURR,People receiving pre-exposure prophylaxis to prevent HIV infection,25-29,Female,,,,,,,,,121,290,627,934,,,,,,,
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,50+,Female,,,,,,,,,3,2,5,1,10,3,6,6,28,77,25
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,15-19,Female,,,,,,,,,22,61,128,232,49,170,267,651,532,415,462
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,Unknown Age,Male,,,,,,,,,,,,,,,,,3,,1
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,35-39,Male,,,,,,,,,4,17,53,23,20,59,126,151,252,313,173
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,45-49,Male,,,,,,,,,3,4,21,6,10,10,31,48,82,102,65
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,30-34,Male,,,,,,,,,21,42,89,57,97,176,259,318,507,785,502
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,50+,Male,,,,,,,,,1,16,37,5,19,17,28,41,110,95,66
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,45-49,Female,,,,,,,,,6,3,17,5,18,31,17,12,57,49,37
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,25-29,Male,,,,,,,,,55,81,167,103,216,303,382,555,816,835,772
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,15-19,Male,,,,,,,,,19,33,84,78,40,93,157,208,328,320,299
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,Unknown Age,Female,,,,,,,,,,,,,,,,,,1,
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,30-34,Female,,,,,,,,,50,67,156,129,60,138,269,387,526,694,482
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,40-44,Male,,,,,,,,,,10,27,11,21,21,51,97,154,143,136
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,40-44,Female,,,,,,,,,13,8,14,22,29,35,48,41,121,184,110
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,20-24,Female,,,,,,,,,72,217,373,379,111,413,707,1190,1121,1540,1143
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,35-39,Female,,,,,,,,,30,36,68,47,32,94,130,155,253,407,221
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,25-29,Female,,,,,,,,,113,167,337,306,102,389,456,890,1129,1385,861
West Africa Region,PrEP_NEW,People newly enrolled on pre-exposure prophylaxis to prevent HIV infection,20-24,Male,,,,,,,,,64,85,245,117,239,352,501,645,999,953,1035
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,30-34,Female,1,5,,,1,2,2,8,17,21,13,18,,,,100,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,45-49,Female,,2,,,,,1,5,2,16,4,9,,,,45,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,35-39,Male,4,1,,2,1,1,4,8,25,35,12,13,,,,86,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,50+,Female,2,3,1,2,1,5,1,4,8,19,14,13,,,,75,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,14-Oct,Unknown Sex,,,,,,,,,7,,,1,,,,8,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,45-49,Male,1,3,1,,2,2,2,,9,12,7,6,,,,64,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,20-24,Female,,3,1,,,,2,4,16,16,11,12,,,,72,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,25-29,Female,3,3,,,,,1,9,16,25,13,13,,,,85,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,40-44,Male,3,4,1,3,1,2,,4,13,20,10,10,,,,58,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,Unknown Age,Male,,,,,,,,,2,1,,2,,,,11,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,40-44,Female,2,,,3,,1,,3,6,11,5,9,,,,49,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,Unknown Age,Female,,,,,,,,,,,1,,,,,11,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,20-24,Male,1,2,,,,,2,3,8,17,7,1,,,,39,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,25-29,Male,,5,,,,2,,5,19,26,12,10,,,,73,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,35-39,Female,1,7,1,3,,,1,5,7,18,12,9,,,,80,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,9-May,Unknown Sex,,,,,,,,2,6,2,,1,,,,9,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,30-34,Male,2,2,1,,1,3,,4,31,23,11,15,,,,93,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,15-19,Male,,,,,,,,1,7,1,,1,,,,6,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,15-19,Female,,1,1,1,,,,1,7,3,,2,,,,10,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,50+,Male,1,1,,2,3,3,2,2,12,31,13,8,,,,78,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,<01,Unknown Sex,,,,,,,,,10,1,,,,,,1,,,
West Africa Region,TB_ART,TB cases with documented HIV-positive status who start or continue ART,4-Jan,Unknown Sex,,1,,,,,,4,28,1,1,1,,,,12,,,
West Africa Region,TB_STAT,TB cases with documented HIV status,35-39,Female,28,22,9,32,,4,4,25,227,132,129,97,98,123,139,133,116,103,129
West Africa Region,TB_STAT,TB cases with documented HIV status,20-24,Female,44,21,8,22,3,16,7,21,275,155,151,151,104,132,147,114,166,147,132
West Africa Region,TB_STAT,TB cases with documented HIV status,9-May,Unknown Sex,30,1,,2,,4,,9,70,84,58,53,43,31,27,47,35,14,36
West Africa Region,TB_STAT,TB cases with documented HIV status,4-Jan,Unknown Sex,,8,,,,6,,21,375,56,40,33,39,23,36,21,29,23,20
West Africa Region,TB_STAT,TB cases with documented HIV status,50+,Female,64,34,8,54,10,26,4,35,150,281,277,231,236,402,176,266,254,203,213
West Africa Region,TB_STAT,TB cases with documented HIV status,25-29,Female,32,24,5,36,3,10,2,30,365,230,186,183,119,127,148,188,169,162,196
West Africa Region,TB_STAT,TB cases with documented HIV status,<01,Unknown Sex,,,,,,,,8,157,15,6,2,9,10,11,3,4,7,8
West Africa Region,TB_STAT,TB cases with documented HIV status,40-44,Male,40,22,4,40,4,18,4,32,211,192,157,147,143,199,152,142,180,172,191
West Africa Region,TB_STAT,TB cases with documented HIV status,14-Oct,Unknown Sex,8,6,,2,4,10,,8,68,86,93,56,53,61,49,76,55,56,40
West Africa Region,TB_STAT,TB cases with documented HIV status,30-34,Female,30,15,4,32,4,12,4,25,326,153,121,123,99,125,124,149,146,104,149
West Africa Region,TB_STAT,TB cases with documented HIV status,Unknown Age,Female,,,,,,,,,5,6,25,5,10,3,3,4,,2,2
West Africa Region,TB_STAT,TB cases with documented HIV status,45-49,Female,8,13,2,6,2,,6,11,91,96,87,83,104,89,100,105,87,86,95
West Africa Region,TB_STAT,TB cases with documented HIV status,45-49,Male,20,21,6,26,8,11,10,13,178,194,110,97,125,108,111,139,148,145,167
West Africa Region,TB_STAT,TB cases with documented HIV status,15-19,Male,12,7,2,14,2,4,2,12,110,104,92,71,54,99,87,92,92,83,90
West Africa Region,TB_STAT,TB cases with documented HIV status,Unknown Age,Male,,,,,,,,,8,8,23,7,9,7,6,6,2,1,4
West Africa Region,TB_STAT,TB cases with documented HIV status,40-44,Female,32,13,3,14,2,4,,13,156,133,108,97,114,67,129,150,95,78,96
West Africa Region,TB_STAT,TB cases with documented HIV status,25-29,Male,46,20,2,14,2,12,,48,366,287,204,264,211,205,174,215,236,217,252
West Africa Region,TB_STAT,TB cases with documented HIV status,15-19,Female,12,5,2,28,,10,2,15,119,69,116,74,56,91,85,80,98,73,89
West Africa Region,TB_STAT,TB cases with documented HIV status,20-24,Male,28,13,5,20,6,12,7,29,304,230,142,140,133,198,156,137,185,161,208
West Africa Region,TB_STAT,TB cases with documented HIV status,35-39,Male,58,13,3,18,2,10,16,35,276,236,188,171,142,212,206,165,213,176,230
West Africa Region,TB_STAT,TB cases with documented HIV status,50+,Male,104,44,9,82,18,33,8,61,287,347,285,244,286,291,268,354,375,342,399
West Africa Region,TB_STAT,TB cases with documented HIV status,30-34,Male,38,27,5,26,4,8,4,25,290,229,176,169,158,217,181,190,220,211,244
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),50-54,Female,,,,,,,,,,,,,13554,13673,14200,14676,13826,14067,13608
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),25-29,Female,1537,456,554,451,3499,4428,4513,5485,8655,8229,10068,11210,13404,14732,14231,15323,15734,16047,16770
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),65+,Male,,,,,,,,,,,,,2287,2688,2734,2868,2998,3233,3401
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),35-39,Male,801,299,270,272,1718,2148,2153,2687,3836,3797,4761,4503,6049,6651,6808,7390,7381,7460,7721
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),25-29,Male,271,119,133,136,875,1211,1402,1776,3028,2931,3451,3488,3958,4849,4324,4927,5285,5586,5705
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),4-Jan,Unknown Sex,260,85,97,878,592,811,754,1008,1423,1366,1643,1879,2215,2138,3031,3302,3341,3133,2245
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),40-44,Female,1900,1626,1534,1390,6924,8313,8108,9387,12212,12278,14181,14896,18866,18924,19941,20953,20668,20734,21158
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),Unknown Age,Female,,,,,7602,2874,2958,411,421,326,921,3880,4547,1267,2482,1794,973,852,704
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),Unknown Age,Male,,,,,2979,1370,1405,127,163,167,348,2196,2407,548,1276,1008,489,423,360
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),30-34,Male,488,153,167,153,1244,1484,1584,2179,3474,3386,4320,4298,5029,5850,5719,6388,6538,6652,6903
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),45-49,Female,1391,1436,1404,1298,5655,6649,6402,7351,9354,9845,11267,10462,14884,15057,16194,16694,16483,17013,17224
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),65+,Female,,,,,,,,,,,,,3942,4561,4440,4557,5022,5374,5745
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),45-49,Male,707,593,528,484,2416,2861,2829,3412,4351,4503,5318,5495,7299,7176,7732,8120,8013,8155,8155
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),15-19,Male,106,80,159,128,510,647,699,880,1408,1279,1319,1220,1473,1709,1444,1581,1561,1621,1651
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),<01,Unknown Sex,36,,12,,116,102,84,94,153,125,335,97,160,108,96,106,105,99,105
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),50+,Male,1180,1877,2260,1877,5528,6690,6507,8621,9473,10383,11809,11949,,,,,,,
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),14-Oct,Unknown Sex,293,172,1017,1135,1030,1202,1176,1476,2002,1934,2213,2333,3012,3590,3079,3442,3343,3386,3592
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),20-24,Female,563,187,217,171,1767,2316,2544,3255,5616,5061,5846,6468,7644,9588,8387,8982,9935,10144,10794
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),9-May,Unknown Sex,217,123,136,1180,953,1182,1111,1335,1842,1838,2106,2287,2908,2934,3102,3328,3199,3261,3259
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),50-54,Male,,,,,,,,,,,,,7502,7693,8151,8418,7866,7913,7721
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),35-39,Female,2243,1378,1384,1184,6910,8262,8062,9523,12889,12631,15045,16007,19763,20117,21045,22103,21480,21751,21913
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),40-44,Male,892,485,452,406,2325,2750,2677,3189,4193,4370,5268,4821,7103,7539,7994,8546,8437,8518,8707
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),15-19,Female,183,131,230,218,798,1026,1098,1385,2549,2148,2257,2362,2860,3926,2812,3026,3498,3517,3472
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),20-24,Male,113,85,76,86,741,964,1208,1456,2403,2301,2606,2623,2763,3510,2858,3404,3589,3714,3922
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),55-59,Male,,,,,,,,,,,,,3570,4537,4611,4788,4773,4996,5258
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),60-64,Female,,,,,,,,,,,,,4164,4914,4769,5099,5424,5710,6038
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),60-64,Male,,,,,,,,,,,,,2329,2804,2836,3071,3137,3238,3475
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),55-59,Female,,,,,,,,,,,,,6348,7611,7721,7907,8585,8857,9311
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),30-34,Female,2273,887,985,832,5799,6740,6763,7971,11402,10933,13430,14593,17797,18677,18951,19929,20148,20268,20727
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),50+,Female,2450,4031,4952,4016,10503,12758,12566,13467,18175,19632,21359,21850,,,,,,,
West Africa Region,TX_CURR,People currently receiving antiretroviral therapy (ART),Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Male,41,20,23,26,274,285,262,410,408,444,485,555,398,471,446,458,447,491,414
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Male,7,2,10,11,138,91,96,111,101,98,65,94,98,113,117,106,123,97,118
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,Unknown Age,Female,,,,,61,18,6,10,41,11,16,85,49,6,31,13,4,10,1
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Male,63,51,37,62,298,321,323,334,340,376,491,492,514,624,558,521,542,520,431
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Female,62,56,51,45,474,422,399,553,495,627,884,822,780,896,883,842,913,841,767
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Female,19,17,11,23,230,175,145,184,183,205,291,264,277,262,271,245,300,300,262
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Female,,,,,,,,,,,,,,,,,80,87,74
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Female,107,87,116,109,727,792,683,850,793,941,1193,1138,1085,1148,1194,1103,1062,1001,908
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,40-44,Male,64,32,42,80,258,272,306,306,305,404,445,469,461,581,584,519,501,518,422
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,4-Jan,Unknown Sex,13,22,26,27,168,104,103,140,154,171,260,252,258,259,283,266,249,219,201
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Male,27,9,13,21,242,206,234,325,455,300,307,400,281,330,313,324,401,365,334
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,50-54,Male,,,,,,,,,,,,,,,,,362,289,225
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Male,,,,,,,,,,,,,,,,,83,125,115
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,60-64,Female,,,,,,,,,,,,,,,,,97,118,102
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Female,86,106,108,108,688,745,626,795,721,859,1027,1063,997,1014,1017,969,865,878,735
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,60-64,Male,,,,,,,,,,,,,,,,,64,78,88
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,45-49,Female,73,83,69,77,387,378,323,371,394,408,479,476,538,586,498,484,432,407,401
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,40-44,Female,72,69,92,91,540,530,512,573,581,650,670,694,727,712,721,669,672,642,561
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Female,80,79,106,71,659,679,614,751,804,814,1116,1128,1102,1179,1188,1131,1088,1046,962
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,50-54,Female,,,,,,,,,,,,,,,,,454,341,287
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,9-May,Unknown Sex,33,20,17,24,127,96,67,123,118,122,169,196,209,185,235,194,185,139,106
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,50+,Male,95,98,65,84,347,387,349,392,396,435,517,581,555,641,696,643,,,
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,14-Oct,Unknown Sex,18,14,9,4,90,77,77,88,98,108,123,146,153,168,186,198,161,132,115
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,45-49,Male,62,33,54,65,230,230,240,314,268,297,339,408,396,409,437,365,396,354,289
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Female,,,,,,,,,,,,,,,,,147,168,150
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Male,46,25,32,47,299,257,331,407,424,438,472,552,420,543,556,523,547,568,448
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,<01,Unknown Sex,1,3,3,,16,24,10,9,20,16,39,22,24,24,27,21,28,57,50
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Male,,,,,,,,,,,,,,,,,60,63,67
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,50+,Female,113,214,128,118,570,616,467,598,561,581,691,678,708,738,768,714,,,
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,Unknown Age,Male,,,,,57,8,1,12,11,14,8,86,57,1,2,3,1,5,1
West Africa Region,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Female,,,,,,,,,,,,,,,,,7499,11937,14018
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Female,757,1565,1704,2886,2886,3320,3979,5304,6145,8873,11603,14465,18823,20210,20029,19975,21129,22826,25424
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",9-May,Unknown Sex,34,87,662,143,480,453,477,551,858,1505,1719,1957,2939,2724,3302,3279,3118,3470,3964
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Male,318,456,556,864,885,1219,1477,1864,2124,3263,4721,5759,7456,7808,8845,9236,9087,10052,10825
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Unknown Sex,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Female,148,216,246,329,680,750,1018,1339,1387,2214,3198,4342,4949,5494,6175,6777,7745,8269,8974
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Female,2337,3330,4546,6249,4817,5645,6635,9135,11248,15521,21978,26908,34912,35914,35822,38157,,,
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",<01,Unknown Sex,,5,31,15,315,282,265,349,2,1398,81,1839,37,2688,32,69,52,108,39
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Male,122,242,194,271,445,536,723,1055,1158,1910,3526,4160,4868,5105,5861,6062,6195,7039,7468
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Male,,,,,,,,,,,,,,,,,2308,4277,4812
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Male,63,131,163,225,386,429,545,938,955,1573,2871,3050,3403,3677,4427,4348,4583,5042,5296
